Id,Beds,Baths,ListingType,Area,Population,Schools,Colleges,Universities,Amenties,Airbnbs,CityName,Price,AveragePrice,AboveBelowAvg
M73000004-25906415,21,21,Multi-Family,14208,136803,3,0,0,33,17,St. Catharines,4462727,648367,A
M73000004-25906416,4,3,Single Family,2087,4327,0,0,0,0,0,Amaranth,2139000,1415349,A
M73000004-25906430,3,2,Single Family,1008,1974,0,0,0,0,0,MANITOUWADGE,167500,135158,A
M73000004-25906461,3,1,Single Family,1029,147829,10,1,0,16,21,Barrie,799999,584311,A
M73000004-25906688,6,5,Single Family,2926,9390,0,0,0,0,0,The Blue Mountains,6000,1066799,B
M73000004-25907255,3,3,Rental,1700,24862,0,0,0,0,0,Wasaga Beach,2800,619205,B
M73000004-25907276,2,2,Condo,860,2794356,0,1,0,3,3,Toronto,899000,553898,A
M73000004-25907296,4,1,Single Family,1030,1753,0,0,0,0,4,Magnetawan,499000,824233,B
M73000004-25907454,5,4,Single Family,1829,132485,7,0,0,11,19,Kingston,849900,713186,A
M73000004-25907732,3,3,Single Family,2475,46705,17,1,0,34,23,Woodstock,1278800,659229,A
M73000004-25908164,2,1,Single Family,1060,1974,0,0,0,0,0,MANITOUWADGE,177700,135158,A
M73000004-25908195,2,2,Condo,806,28883,2,0,0,22,25,Grimsby,635000,754703,B
M73000004-25908378,6,4,Single Family,2815,422324,22,0,0,65,54,London,1049900,691690,A
M73000004-25908391,2,2,Single Family,1354,24862,0,0,0,0,0,Wasaga Beach,549900,619205,B
M73000004-25909363,4,3,Single Family,1642,9137,0,0,0,0,0,South Bruce Peninsula,899000,746113,A
M73000004-25909474,4,3,Single Family,1855,23816,0,0,0,0,0,Thorold,799900,583404,A
M73000004-25909655,12,9,Multi-Family,12500,46705,5,1,0,14,4,Woodstock,2495000,659229,A
M73000004-25910083,4,3,Single Family,2705,147829,4,0,0,5,11,Barrie,1129900,584311,A
M73000004-25910226,4,2,Single Family,2200,12966,0,0,0,0,0,Tiny,749500,1087870,B
M73000004-25910231,3,1,Single Family,1373,2146,0,0,0,0,0,Bonfield,524900,694828,B
M73000004-25910253,3,3,Single Family,1700,186948,9,0,0,41,33,Burlington,999999,1085058,B
M73000004-25910286,3,2,Single Family,1159,186948,0,0,0,0,0,Burlington,1199800,1085058,A
M73000004-25910408,3,4,Condo/Townhome,2490,9390,0,0,0,26,69,The Blue Mountains,18636,1066799,B
M73000004-25910411,3,3,Single Family,1302,23816,5,0,0,5,52,Thorold,649999,583404,A
M73000004-25910442,3,2,Multi-Family,1479,46705,1,0,0,0,2,Woodstock,849900,659229,A
M73000004-25910455,2,1,Single Family,1099,2650,0,0,0,0,0,Perry,999000,1132967,B
M73000004-25910461,4,3,Single Family,1900,55750,11,1,0,21,41,Welland,929900,479693,A
M73000004-25910621,2,2,Single Family,1831,17817,1,0,0,31,21,Midland,749900,787800,B
M73000004-25910625,4,2,Single Family,2888,21147,0,0,0,0,0,Huntsville,1975000,850383,A
M73000004-25910746,3,2,Single Family,1012,11059,0,0,0,0,0,Hamilton,699900,543702,A
M73000004-25910758,3,2,Single Family,925,422324,55,1,0,220,78,London,499900,691690,B
M73000004-25910787,2,2,Single Family,1772,104688,27,1,0,52,38,Brantford,1249900,615780,A
M73000004-25910841,3,2,Single Family,1008,11372,9,0,0,2,16,Elliot Lake,229999,209250,A
M73000004-25910842,3,3,Single Family,1509,72051,8,0,1,5,7,Sault Ste. Marie,432567,425953,A
M73000004-25910849,6,5,Single Family,4543,9390,0,0,0,0,0,The Blue Mountains,2699000,1066799,A
M73000004-25910855,1,1,Condo,700,21147,0,0,0,6,15,Huntsville,349000,850383,B
M73000004-25911163,2,2,Rental,1055,24811,5,0,0,31,33,Collingwood,2500,616427,B
M73000004-25911193,3,3,Single Family,2044,18615,4,0,0,0,9,Tillsonburg,964900,680068,A
M73000004-25911224,3,2,Single Family,1374,28883,2,0,0,22,25,Grimsby,799900,754703,A
M73000004-25911315,5,4,Single Family,3729,132485,0,0,0,0,0,Kingston,1230000,713186,A
M73000004-25911320,4,4,Single Family,1936,9390,0,0,0,0,0,The Blue Mountains,2495000,1066799,A
M73000004-25911407,1,1,Rental,530,11059,5,0,0,27,9,Hamilton,1950,543702,B
M73000004-25911408,1,1,Rental,530,11059,5,0,0,27,9,Hamilton,1920,543702,B
M73000004-25911409,1,1,Rental,513,11059,5,0,0,27,9,Hamilton,1890,543702,B
M73000004-25911414,3,1,Single Family,966,138479,2,0,0,90,31,Cambridge,925000,601135,A
M73000004-25911455,2,1,Single Family,900,138479,3,0,0,91,32,Cambridge,1999000,601135,A
M73000004-25911456,3,1,Single Family,1230,138479,2,0,0,91,31,Cambridge,2649000,601135,A
M73000004-25911600,4,3,Single Family,1880,147829,12,1,0,17,26,Barrie,873900,584311,A
M73000004-25911601,3,3,Single Family,1247,147829,12,1,0,18,26,Barrie,774900,584311,A
M73000004-25911759,3,3,Single Family,1504,7881,4,1,0,22,37,Goderich,828900,625992,A
M73000004-25911856,4,3,Single Family,2505,9308,0,0,0,0,0,Malahide,3560000,2009600,A
M73000004-25911959,1,1,Single Family,314,24862,1,0,0,0,12,Wasaga Beach,59500,619205,B
M73000004-25912035,4,5,Condo,2839,43326,2,0,0,12,52,Innisfil,6500,869740,B
M73000004-25912050,5,2,Single Family,1073,11059,3,0,0,23,27,Hamilton,679900,543702,A
M73000004-25912070,4,4,Single Family,2465,7699,4,0,0,12,1,Aylmer,899900,698201,A
M73000004-25912118,2,2,Condo,1210,143740,4,0,0,26,19,Guelph,849900,640614,A
M73000004-25912353,3,2,Single Family,1638,11059,12,0,0,75,22,Hamilton,579900,543702,A
M73000004-25912382,3,2,Single Family,1600,422324,4,0,0,40,29,London,699900,691690,A
M73000004-25912407,2,1,Condo,805,5383,2,0,0,30,5,Gananoque,399000,833946,B
M73000004-25912411,3,3,Condo/Townhome,1601,11059,3,0,0,16,7,Hamilton,719000,543702,A
M73000004-25912653,4,1,Single Family,1238,132485,6,0,0,2,18,Kingston,495000,713186,B
M73000004-25912799,3,2,Single Family,1145,132485,6,0,0,2,18,Kingston,385000,713186,B
M73000004-25912800,3,1,Single Family,1280,16879,0,0,0,23,0,Greater Napanee,449900,966050,B
M73000004-25912837,1,1,Rental,311,422324,2,0,0,183,17,London,1525,691690,B
M73000004-25912948,2,2,Condo,1094,6879,6,1,0,21,25,Parry Sound,444091,634281,B
M73000004-25912974,3,2,Single Family,1172,6887,0,0,0,0,0,Wainfleet,1016000,1175583,B
M73000004-25913018,3,2,Farm,1172,6887,0,0,0,0,0,Wainfleet,1016000,1175583,B
M73000004-25913021,1,1,Single Family,720,12966,0,0,0,0,0,Tiny,279900,1087870,B
M73000004-25913023,3,2,Single Family,1493,23017,0,0,0,0,2,Oro-Medonte,1199000,1562528,B
M73000004-25913129,5,3,Single Family,1359,108843,3,0,0,19,29,Thunder Bay,195000,432568,B
M73000004-25913390,2,2,Condo,878,21147,0,0,0,6,15,Huntsville,809900,850383,B
M73000004-25914058,4,4,Single Family,2393,104688,0,0,0,0,0,Brantford,1079000,615780,A
M73000004-25914133,2,2,Condo,951,24811,0,0,0,2,21,Collingwood,10500,616427,B
M73000004-25914134,2,3,Condo,1185,24811,0,0,0,2,21,Collingwood,8050,616427,B
M73000004-25914157,3,4,Single Family,3500,9390,0,0,0,0,0,The Blue Mountains,1975000,1066799,A
M73000004-25914251,3,3,Single Family,1900,256885,25,0,0,81,82,Kitchener,899888,437374,A
M73000004-25914279,5,2,Single Family,2057,11485,0,0,0,0,0,Meaford,1750000,894860,A
M73000004-25914404,3,2,Single Family,1150,94415,2,1,0,20,52,Niagara Falls,688000,593623,A
M73000004-25915773,3,2,Single Family,1150,136803,9,0,0,37,12,St. Catharines,689900,648367,A
M73000004-25916575,2,3,Single Family,1407,32901,1,0,0,14,8,Fort Erie,539900,669720,B
M73000004-25916690,6,2,Multi-Family,2879,32901,2,0,0,30,8,Fort Erie,665500,669720,B
M73000004-25916846,3,3,Condo,918,143740,13,0,1,44,44,Guelph,549900,640614,B
M73000004-25917005,5,3,Multi-Family,2088,55750,6,1,0,58,30,Welland,739900,479693,A
M73000004-25917200,4,4,Single Family,2535,55750,0,0,0,0,0,Welland,1449500,479693,A
M73000004-25917351,3,2,Condo,1100,32901,2,0,0,29,8,Fort Erie,332167,669720,B
M73000004-25917718,4,4,Rental,2354,256885,16,0,0,27,55,Kitchener,3950,437374,B
M73000004-25918063,5,2,Single Family,1170,21612,6,1,0,23,25,Owen Sound,628000,562010,A
M73000004-25918064,3,2,Single Family,1029,186948,5,0,0,7,14,Burlington,1179000,1085058,A
M73000004-25918227,3,3,Single Family,1391,18192,0,0,0,0,0,Pelham,1999000,1098158,A
M73000004-25918276,2,2,Single Family,1100,20033,0,0,0,0,0,Port Colborne,749999,658762,A
M73000004-25918294,3,2,Single Family,1033,4794,8,2,1,5,6,Hearst,245000,251050,B
M73000004-25918387,4,3,Single Family,2480,422324,0,0,0,0,0,London,1200000,691690,A
M73000004-25918389,5,5,Single Family,2200,422324,23,0,0,46,54,London,1899999,691690,A
M73000004-25918401,3,4,Condo,1331,24811,1,0,0,38,3,Collingwood,17500,616427,B
M73000004-25918464,1,1,Condo,830,186948,17,0,0,102,49,Burlington,509000,1085058,B
M73000004-25918492,4,4,Single Family,2200,29680,6,0,0,31,34,Leamington,975000,978027,B
M73000004-25918494,3,2,Single Family,1840,422324,2,0,0,155,15,London,723233,691690,A
M73000004-25918547,4,2,Single Family,1078,11372,9,0,0,6,19,Elliot Lake,229999,209250,A
M73000004-25918555,4,2,Single Family,1259,18615,3,0,0,0,9,Tillsonburg,724900,680068,A
M73000004-25918559,1,1,Condo,603,256885,8,0,0,55,40,Kitchener,459900,437374,A
M73000004-25918571,4,2,Multi-Family,1840,422324,2,0,0,155,15,London,723233,691690,A
M73000004-25918610,4,2,Single Family,1995,24862,1,0,0,0,24,Wasaga Beach,799900,619205,A
M73000004-25918616,4,1,Single Family,1908,1881,0,0,0,0,0,Mattawa,518536,292340,A
M73000004-25918623,3,3,Single Family,1296,3422,0,0,0,0,0,Blind River,279900,438683,B
M73000004-25918726,6,3,Single Family,1398,11059,9,1,1,35,18,Hamilton,1672450,543702,A
M73000004-25918740,5,5,Single Family,2900,23524,0,0,0,0,0,Amherstburg,1249000,758833,A
M73000004-25918796,4,3,Single Family,1449,16879,0,0,0,0,0,Greater Napanee,2195000,966050,A
M73000004-25919204,3,4,Single Family,3480,33411,10,1,0,89,31,Orillia,1699000,674312,A
M73000004-25919220,3,2,Condo,1084,656480,14,0,0,21,7,Brampton,599000,597778,A
M73000004-25919243,4,2,Single Family,1740,72051,4,0,1,4,3,Sault Ste. Marie,419000,425953,B
M73000004-25919257,2,2,Rental,1255,186948,2,0,0,25,5,Burlington,3500,1085058,B
M73000004-25919361,4,3,Single Family,2488,24862,1,0,0,0,18,Wasaga Beach,899000,619205,A
M73000004-25919395,3,3,Single Family,1850,147829,6,0,0,17,13,Barrie,1479900,584311,A
M73000004-25919411,4,2,Single Family,1838,9390,0,0,0,0,0,The Blue Mountains,14500,1066799,B
M73000004-25919518,9,6,Multi-Family,8439,132485,4,0,1,19,33,Kingston,3995000,713186,A
M73000004-25919570,3,3,Single Family,2632,94415,0,0,0,0,0,Niagara Falls,1690000,593623,A
M73000004-25919571,4,4,Single Family,2005,186948,5,0,0,20,14,Burlington,2775000,1085058,A
M73000004-25919578,3,3,Farm,2632,94415,0,0,0,0,0,Niagara Falls,1690000,593623,A
M73000004-25919692,2,1,Rental,900,11059,3,0,0,12,7,Hamilton,2300,543702,B
M73000004-25919697,2,1,Rental,900,11059,3,0,0,12,7,Hamilton,2500,543702,B
M73000004-25919725,4,3,Single Family,1457,422324,9,1,0,47,16,London,829000,691690,A
M73000004-25919739,3,1,Single Family,768,924,1,0,0,0,0,Ear Falls,150000,212250,B
M73000004-25919944,2,1,Rental,700,11059,2,0,0,37,14,Hamilton,1800,543702,B
M73000004-25920190,4,3,Single Family,2322,422324,0,0,0,0,0,London,1079900,691690,A
M73000004-25920292,4,2,Single Family,1891,21612,9,1,0,42,28,Owen Sound,758000,562010,A
M73000004-25920397,3,3,Single Family,1500,55750,7,0,0,16,24,Welland,749900,479693,A
M73000004-25920537,5,2,Single Family,1400,42840,0,0,0,42,32,St. Thomas,669000,659641,A
M73000004-25920659,2,3,Condo,1723,11059,12,0,1,30,9,Hamilton,819900,543702,A
M73000004-25921125,5,4,Multi-Family,1839,422324,0,0,0,0,0,London,949900,691690,A
M73000004-25921133,2,1,Condo/Townhome,1080,94415,2,0,0,3,4,Niagara Falls,399900,593623,B
M73000004-25921136,3,1,Single Family,1400,1419,0,0,0,0,12,McKellar,399000,1369800,B
M73000004-25921359,2,2,Single Family,1685,23816,8,0,0,17,53,Thorold,849900,583404,A
M73000004-25921519,4,0,Multi-Family,1266,7699,2,0,0,8,1,Aylmer,450000,698201,B
M73000004-25921539,4,3,Single Family,1162,11059,3,0,0,22,10,Hamilton,449000,543702,B
M73000004-25921577,4,2,Multi-Family,1600,132485,6,0,1,54,40,Kingston,615000,713186,B
M73000004-25923534,4,4,Single Family,2600,12268,6,1,0,22,27,Kincardine,921388,813475,A
M73000004-25923535,3,2,Single Family,1650,11100,0,0,0,0,0,Georgian Bluffs,950000,917946,A
M73000004-25923648,3,3,Condo,1568,72047,0,0,0,0,0,Sarnia,549900,654706,B
M73000004-25923664,3,2,Single Family,1406,33232,14,2,0,86,51,Stratford,999900,766153,A
M73000004-25923691,2,1,Single Family,950,938,0,0,0,0,0,Sundridge,625000,481229,A
M73000004-25923692,2,1,Single Family,1250,24811,5,1,0,61,32,Collingwood,79900,616427,B
M73000004-25923825,2,1,Single Family,925,94415,8,0,0,11,16,Niagara Falls,449000,593623,B
M73000004-25923827,4,0,Single Family,2000,9390,0,0,0,24,69,The Blue Mountains,6900,1066799,B
M73000004-25923849,4,3,Single Family,1400,11059,1,0,0,25,8,Hamilton,799900,543702,A
M73000004-25923877,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,551500,698201,B
M73000004-25923878,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,539000,698201,B
M73000004-25923879,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,539000,698201,B
M73000004-25923881,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,539000,698201,B
M73000004-25923882,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,557500,698201,B
M73000004-25923906,4,4,Single Family,1940,136803,34,0,1,109,48,St. Catharines,1149900,648367,A
M73000004-25923966,4,2,Single Family,1862,32901,3,0,0,9,11,Fort Erie,619900,669720,B
M73000004-25923988,2,1,Single Family,1000,94415,24,1,0,94,89,Niagara Falls,498000,593623,B
M73000004-25923991,3,2,Condo,1160,24811,1,0,0,19,26,Collingwood,12000,616427,B
M73000004-25924003,7,2,Single Family,1290,968,4,0,0,2,0,Hornepayne,129900,205950,B
M73000004-25924167,3,2,Single Family,1288,7881,0,1,0,7,10,Goderich,684900,625992,A
M73000004-25924347,3,2,Single Family,2060,11151,1,0,0,4,0,Norwich,710000,982694,B
M73000004-25924348,3,3,Single Family,1588,13693,5,1,0,17,15,Ingersoll,619800,648495,B
M73000004-25924495,3,2,Single Family,1100,136803,7,0,0,45,10,St. Catharines,629000,648367,B
M73000004-25924529,5,4,Single Family,5000,582,0,0,0,0,0,Bruce Mines,999900,112500,A
M73000004-25924569,4,2,Single Family,1275,55750,0,0,0,0,0,Welland,699900,479693,A
M73000004-25924585,4,3,Single Family,2178,25719,0,0,0,2,16,Lincoln,1649900,773433,A
M73000004-25924695,3,2,Single Family,888,1974,4,0,0,0,7,Manitouwadge,187000,135158,A
M73000004-25924701,3,1,Single Family,1232,17305,0,0,0,0,0,Bracebridge,749000,1197393,B
M73000004-25924712,2,2,Single Family,1364,18615,3,0,0,0,9,Tillsonburg,734933,680068,A
M73000004-25924727,3,3,Single Family,1400,422324,18,1,0,55,20,London,499900,691690,B
M73000004-25924743,4,2,Single Family,1150,32901,0,0,0,0,0,Fort Erie,720000,669720,A
M73000004-25924812,1,1,Single Family,720,24862,2,0,0,0,17,Wasaga Beach,499000,619205,B
M73000004-25924819,3,4,Single Family,2510,17817,5,1,0,38,24,Midland,10500000,787800,A
M73000004-25924850,3,3,Single Family,1312,7967,5,0,0,13,9,Hanover,599900,708019,B
M73000004-25924852,3,3,Single Family,1312,7967,5,0,0,13,9,Hanover,599900,708019,B
M73000004-25924860,3,2,Single Family,2092,12595,0,0,0,0,0,Perth East,1495000,,
M73000004-25924861,3,2,Farm,2092,12595,0,0,0,0,0,Perth East,1495000,,
M73000004-25924965,5,2,Single Family,952,11059,4,0,0,48,17,Hamilton,773000,543702,A
M73000004-25924987,2,3,Single Family,1430,29680,5,0,0,8,34,Leamington,798000,978027,B
M73000004-25925148,4,2,Single Family,1662,6879,6,1,0,21,26,Parry Sound,599000,634281,B
M73000004-25925382,3,1,Single Family,1100,72051,8,0,0,37,21,Sault Ste. Marie,219900,425953,B
M73000004-25925446,3,3,Single Family,1187,55750,7,1,0,6,29,Welland,743000,479693,A
M73000004-25925447,3,3,Single Family,1187,55750,7,1,0,6,29,Welland,737000,479693,A
M73000004-25925602,0,0,Rental,454,11059,2,0,0,128,28,Hamilton,1700,543702,B
M73000004-25925614,6,2,Single Family,1300,11059,11,0,0,70,20,Hamilton,869888,543702,A
M73000004-25925623,3,1,Single Family,1231,23524,0,0,0,0,0,Amherstburg,565000,758833,B
M73000004-25925628,4,4,Single Family,2000,32721,3,0,0,0,1,LaSalle,899900,752855,A
M73000004-25925630,4,4,Single Family,2000,32721,3,0,0,0,1,LaSalle,949900,752855,A
M73000004-25925823,3,2,Single Family,1710,634,0,0,0,0,0,Westport,1385000,751031,A
M73000004-25925825,4,2,Single Family,1600,132485,6,0,1,54,40,Kingston,615000,713186,B
M73000004-25925865,1,1,Condo,519,121436,5,0,2,40,25,Waterloo,469995,527104,B
M73000004-25925935,3,2,Single Family,983,11059,0,0,0,0,0,Hamilton,713710,543702,A
M73000004-25925952,4,4,Single Family,2000,32721,3,0,0,0,1,LaSalle,949900,752855,A
M73000004-25925963,7,3,Multi-Family,2259,18615,2,0,0,0,7,Tillsonburg,627733,680068,B
M73000004-25925977,5,2,Multi-Family,1500,94415,11,1,0,117,78,Niagara Falls,749000,593623,A
M73000004-25926340,3,1,Single Family,1200,20033,0,0,0,0,0,Port Colborne,749000,658762,A
M73000004-25926364,4,2,Single Family,3140,79247,0,0,0,0,0,Kawartha Lakes,1995000,836014,A
M73000004-25926470,4,2,Single Family,1128,7881,4,1,0,14,26,Goderich,560000,625992,B
M73000004-25926502,2,2,Condo,1605,186948,4,0,0,83,20,Burlington,1481381,1085058,A
M73000004-25926704,2,2,Single Family,1059,136803,8,0,0,42,30,St. Catharines,799900,648367,A
M73000004-25926964,3,3,Single Family,1522,138479,7,0,0,6,25,Cambridge,869900,601135,A
M73000004-25927203,2,2,Condo,1066,147829,7,1,0,76,27,Barrie,579900,584311,B
M73000004-25927267,4,2,Single Family,1800,94415,2,1,0,26,65,Niagara Falls,594323,593623,A
M73000004-25927274,3,3,Single Family,1464,55750,0,0,0,0,0,Welland,789900,479693,A
M73000004-25927388,8,4,Single Family,1343,422324,14,0,0,106,52,London,1150000,691690,A
M73000004-25927475,1,1,Condo,707,94415,24,1,0,106,89,Niagara Falls,545000,593623,B
M73000004-25927495,4,3,Single Family,1764,20033,6,0,0,3,24,Port Colborne,1149800,658762,A
M73000004-25927846,6,4,Single Family,2531,43326,0,0,0,0,0,Innisfil,2499000,869740,A
M73000004-25927860,6,6,Multi-Family,3596,422324,4,0,0,49,22,London,849000,691690,A
M73000004-25928263,2,2,Condo,1326,47845,7,1,0,8,11,Cornwall,364500,457499,B
M73000004-25928376,4,3,Single Family,2678,256885,2,0,0,16,12,Kitchener,1490000,437374,A
M73000004-25928413,2,1,Single Family,720,132485,12,0,1,94,48,Kingston,247000,713186,B
M73000004-25928460,4,3,Single Family,1100,3964,0,0,0,0,0,Callander,713900,699500,A
M73000004-25928503,3,4,Condo,2397,422324,27,0,1,151,83,London,1399000,691690,A
M73000004-25928598,2,2,Condo,870,24811,1,0,0,19,26,Collingwood,10952,616427,B
M73000004-25928711,3,2,Single Family,1975,11151,1,0,0,4,0,Norwich,849800,982694,B
M73000004-25928759,4,2,Single Family,1365,6887,0,0,0,0,0,Wainfleet,899999,1175583,B
M73000004-25928760,3,2,Single Family,1968,104688,0,0,0,0,0,Brantford,1750000,615780,A
M73000004-25928779,3,2,Single Family,1930,11485,0,0,0,0,0,Meaford,1390000,894860,A
M73000004-25928785,4,1,Single Family,2080,5280,0,0,0,0,0,Seguin,3195000,2393568,A
M73000004-25928798,5,3,Single Family,1686,256885,9,0,0,44,47,Kitchener,999000,437374,A
M73000004-25928810,3,3,Single Family,2133,46560,0,0,0,0,25,Quinte West,679900,610407,A
M73000004-25928812,3,1,Single Family,962,143740,10,0,0,24,33,Guelph,764900,640614,A
M73000004-25928813,3,2,Single Family,1500,33232,7,2,0,11,46,Stratford,749900,766153,B
M73000004-25928863,1,1,Condo,646,2794356,12,3,2,69,171,Toronto,627173,553898,A
M73000004-25928914,5,3,Single Family,2107,2825,0,0,0,0,0,Enniskillen,1200000,1200000,
M73000004-25928927,4,3,Single Family,1297,23017,0,0,0,0,0,Oro-Medonte,887000,1562528,B
M73000004-25928932,3,2,Single Family,1100,108843,7,0,0,35,48,Thunder Bay,269000,432568,B
M73000004-25929466,5,2,Single Family,996,422324,11,1,0,46,15,London,667000,691690,B
M73000004-25929530,3,2,Single Family,1239,13131,0,0,0,0,0,West Grey,574900,1173032,B
M73000004-25929557,2,2,Condo,1032,24811,1,0,0,19,26,Collingwood,12500,616427,B
M73000004-25929568,2,1,Condo,711,213759,9,0,0,27,47,Oakville,519900,953919,B
M73000004-25929602,3,4,Single Family,3392,213759,0,0,0,59,2,Oakville,2880000,953919,A
M73000004-25929610,5,4,Single Family,2233,11059,12,1,0,51,16,Hamilton,1199900,543702,A
M73000004-25929616,8,4,Multi-Family,1343,422324,14,0,0,106,52,London,1150000,691690,A
M73000004-25929775,6,3,Single Family,2200,422324,5,0,0,24,25,London,690400,691690,B
M73000004-25929927,2,2,Rental,929,256885,4,0,0,8,6,Kitchener,2395,437374,B
M73000004-25929937,2,1,Rental,950,717961,6,0,0,32,23,Mississauga,2900,695793,B
M73000004-25929979,2,2,Condo,1113,21147,0,0,0,6,15,Huntsville,829000,850383,B
M73000004-25929983,4,4,Condo,1854,24811,1,0,0,11,24,Collingwood,22000,616427,B
M73000004-25930147,2,1,Single Family,970,7944,0,0,0,0,0,Puslinch,499900,2202183,B
M73000004-25930148,4,3,Single Family,1991,3851,1,0,0,2,5,Grand Valley,950000,,
M73000004-25930569,1,1,Condo,862,11059,1,0,0,11,5,Hamilton,535900,543702,B
M73000004-25930647,4,2,Single Family,1688,20033,4,0,0,29,18,Port Colborne,799900,658762,A
M73000004-25930668,4,5,Single Family,2020,28883,4,0,0,22,27,Grimsby,1073046,754703,A
M73000004-25930679,3,2,Single Family,1600,22119,1,0,0,16,21,Kingsville,899000,801783,A
M73000004-25930770,4,4,Single Family,3152,21147,0,0,0,0,0,Huntsville,788888,850383,B
M73000004-25930801,0,0,Rental,1445,422324,6,0,0,29,13,London,2800,691690,B
M73000004-25930813,4,2,Single Family,1690,20033,0,0,0,0,0,Port Colborne,769900,658762,A
M73000004-25930814,4,0,Multi-Family,1200,20033,0,0,0,0,0,Port Colborne,679900,658762,A
M73000004-25931040,3,4,Single Family,2106,186948,9,0,0,26,24,Burlington,1429000,1085058,A
M73000004-25931045,3,1,Condo,1100,11059,9,1,1,39,16,Hamilton,434500,543702,B
M73000004-25931259,3,1,Single Family,971,12966,0,0,0,0,0,Tiny,999000,1087870,B
M73000004-25931355,2,2,Single Family,1000,862,1,0,0,4,9,Temagami,229900,1003283,B
M73000004-25931357,1,1,Single Family,1077,52662,10,0,0,33,23,North Bay,299900,733603,B
M73000004-25931595,4,2,Farm,1170,23017,0,0,0,0,0,Oro-Medonte,2100000,1562528,A
M73000004-25931600,4,2,Multi-Family,1400,32901,2,0,0,21,8,Fort Erie,428635,669720,B
M73000004-25931601,3,2,Single Family,1629,104688,0,0,0,0,0,Brantford,1199900,615780,A
M73000004-25931628,7,5,Single Family,3300,23816,0,0,0,0,0,Thorold,1488800,583404,A
M73000004-25931763,3,3,Single Family,1616,104688,2,0,0,6,11,Brantford,729000,615780,A
M73000004-25931826,4,2,Single Family,1170,23017,0,0,0,0,0,Oro-Medonte,2100000,1562528,A
M73000004-25931904,4,2,Single Family,1460,1881,7,0,0,9,5,Mattawa,379900,292340,A
M73000004-25931940,6,5,Single Family,2714,19088,0,0,0,0,0,Niagara-on-the-Lake,3299000,1651537,A
M73000004-25931992,5,7,Single Family,1071,422324,14,1,0,62,24,London,699800,691690,A
M73000004-25932011,2,2,Condo,1300,11059,5,0,0,47,31,Hamilton,781567,543702,A
M73000004-25932123,2,3,Single Family,1492,2650,0,0,0,0,0,Perry,699000,1132967,B
M73000004-25932126,4,3,Rental,2843,9390,0,0,0,24,69,The Blue Mountains,3500,1066799,B
M73000004-25933086,5,3,Multi-Family,5700,14576,1,0,0,0,0,Severn,760000,934056,B
