Id,Beds,Baths,ListingType,Area,Population,Schools,Colleges,Universities,Amenties,Airbnbs,CityName,Price,AveragePrice,AboveBelowAvg
M73000004-25562188,5,2,Single Family,1211,7080,0,0,0,0,0,Chatsworth,1099000,869051,A
M73000004-25562820,8,5,Single Family,2000,895,2,0,0,0,1,Red Rock,399900,373267,A
M73000004-25562878,2,1,Single Family,540,11100,0,0,0,0,0,Georgian Bluffs,625000,917946,B
M73000004-25562938,4,3,Multi-Family,1540,147829,2,0,0,24,21,Barrie,636273,584311,A
M73000004-25562942,3,2,Condo,1869,132485,0,0,0,85,28,Kingston,699900,713186,B
M73000004-25563146,3,2,Single Family,720,19088,0,0,0,0,0,Niagara-on-the-Lake,154900,1651537,B
M73000004-25564592,3,1,Single Family,456,19088,0,0,0,0,0,Niagara-on-the-Lake,87500,1651537,B
M73000004-25565105,3,1,Single Family,900,3138,0,0,0,0,0,Marathon,229900,238300,B
M73000004-25567166,3,1,Single Family,1300,21612,4,0,0,12,22,Owen Sound,599000,562010,A
M73000004-25567563,7,4,Single Family,2673,132485,6,0,1,57,22,Kingston,1499900,713186,A
M73000004-25567833,7,4,Multi-Family,2673,132485,6,0,1,57,22,Kingston,1499900,713186,A
M73000004-25568400,3,1,Rental,1156,104688,39,1,0,93,38,Brantford,2100,615780,B
M73000004-25568852,4,2,Condo,1285,12268,6,1,0,20,27,Kincardine,449900,813475,B
M73000004-25570603,3,3,Single Family,2000,3422,0,0,0,0,0,Blind River,1200000,438683,A
M73000004-25570776,2,3,Condo,2153,5280,0,0,0,0,0,Seguin,1895000,2393568,B
M73000004-25570777,2,3,Condo,2153,5280,0,0,0,0,0,Seguin,1895000,2393568,B
M73000004-25570779,2,3,Condo,2153,5280,0,0,0,0,0,Seguin,1895000,2393568,B
M73000004-25570781,2,3,Condo,1860,5280,0,0,0,0,0,Seguin,1895000,2393568,B
M73000004-25570782,2,3,Condo,1860,5280,0,0,0,0,0,Seguin,1895000,2393568,B
M73000004-25573253,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,529000,698201,B
M73000004-25573254,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,529000,698201,B
M73000004-25573256,2,2,Condo,1050,7699,4,0,0,10,3,Aylmer,539000,698201,B
M73000004-25573322,4,1,Single Family,810,12966,0,0,0,0,0,Tiny,625000,1087870,B
M73000004-25573324,4,3,Single Family,1500,1753,0,0,0,0,0,Magnetawan,1250000,824233,A
M73000004-25574409,2,1,Single Family,720,1157,0,0,0,0,0,Moonbeam,319900,375750,B
M73000004-25574685,4,4,Single Family,3200,1612,0,0,0,0,0,Faraday,1379000,567967,A
M73000004-25574701,2,2,Condo,1225,147829,7,0,0,112,28,Barrie,843267,584311,A
M73000004-25574792,7,2,Single Family,1050,132485,6,0,0,40,4,Kingston,649000,713186,B
M73000004-25574892,2,2,Single Family,1216,11100,0,0,0,0,0,Georgian Bluffs,435000,917946,B
M73000004-25575181,4,3,Single Family,2714,18615,5,0,0,0,9,Tillsonburg,1199000,680068,A
M73000004-25575369,7,3,Single Family,2222,752,2,0,0,0,0,Rainy River,279900,273331,A
M73000004-25578711,1,1,Condo,682,1017449,0,0,0,167,47,Ottawa,579000,496610,A
M73000004-25579103,2,2,Single Family,1334,20033,6,0,0,3,24,Port Colborne,675000,658762,A
M73000004-25579688,3,1,Single Family,1200,14814,0,0,0,0,0,Clearview,2200000,1266439,A
M73000004-25580433,3,3,Single Family,1700,13157,0,0,0,0,0,Gravenhurst,599000,836966,B
M73000004-25581170,3,2,Single Family,1283,32901,0,0,0,0,0,Fort Erie,699900,669720,A
M73000004-25581930,2,2,Single Family,1280,752,0,0,0,0,0,RAINY RIVER,258900,273331,B
M73000004-25584169,4,2,Single Family,1161,21612,9,1,0,39,28,Owen Sound,595000,562010,A
M73000004-25584288,3,3,Single Family,1622,94415,2,1,0,5,69,Niagara Falls,2200000,593623,A
M73000004-25584621,3,2,Single Family,1020,55750,4,1,0,7,13,Welland,549999,479693,A
M73000004-25585153,3,3,Single Family,1622,94415,2,1,0,5,69,Niagara Falls,1499000,593623,A
M73000004-25585765,1,1,Single Family,734,19088,0,0,0,0,0,Niagara-on-the-Lake,299900,1651537,B
M73000004-25585797,6,6,Single Family,2397,11059,2,0,0,26,8,Hamilton,799990,543702,A
M73000004-25586205,6,6,Condo,4500,33232,3,0,0,43,41,Stratford,1367000,766153,A
M73000004-25586213,5,5,Single Family,5523,136803,11,0,1,122,37,St. Catharines,3749000,648367,A
M73000004-25586543,2,2,Single Family,2103,94415,0,1,0,13,57,Niagara Falls,1390000,593623,A
M73000004-25586598,3,3,Single Family,2200,40410,2,0,0,1,1,Lakeshore,1250000,1482944,B
M73000004-25587032,3,1,Single Family,1134,1419,0,0,0,0,0,McKellar,855000,1369800,B
M73000004-25588274,5,2,Single Family,1250,11059,17,1,1,49,39,Hamilton,949900,543702,A
M73000004-25588371,2,1,Single Family,1000,256885,9,0,0,66,16,Kitchener,344450,437374,B
M73000004-25588461,3,2,Rental,1700,24811,0,0,0,0,0,Collingwood,3495,616427,B
M73000004-25588819,3,2,Single Family,1840,974,0,0,0,0,0,Kearney,1159900,751575,A
M73000004-25588926,2,2,Condo,1124,32721,2,0,0,0,1,LaSalle,589900,752855,B
M73000004-25588927,2,2,Condo,1255,32721,2,0,0,0,1,LaSalle,629900,752855,B
M73000004-25589021,3,3,Rental,1621,9390,0,0,0,0,0,The Blue Mountains,2800,1066799,B
M73000004-25589023,4,2,Single Family,1456,21147,2,0,0,4,22,Huntsville,3500000,850383,A
M73000004-25589163,2,2,Condo,1124,32721,2,0,0,0,1,LaSalle,569900,752855,B
M73000004-25590963,2,2,Condo,1030,136803,15,0,0,37,27,St. Catharines,621863,648367,B
M73000004-25591419,3,3,Single Family,2000,40410,0,0,0,0,0,Lakeshore,774900,1482944,B
M73000004-25592594,4,3,Single Family,1624,28883,0,0,0,0,0,Grimsby,1275000,754703,A
M73000004-25593154,3,3,Single Family,2005,24862,0,0,0,0,0,Wasaga Beach,1299900,619205,A
M73000004-25595674,5,5,Single Family,2824,19088,0,0,0,69,56,Niagara-on-the-Lake,1595000,1651537,B
M73000004-25596636,3,3,Single Family,1622,94415,2,1,0,5,69,Niagara Falls,1650000,593623,A
M73000004-25596846,3,3,Single Family,1622,94415,2,1,0,5,69,Niagara Falls,2000000,593623,A
M73000004-25597419,4,2,Single Family,1115,47845,9,1,0,6,18,Cornwall,680000,457499,A
M73000004-25597599,0,0,Multi-Family,3264,6879,5,1,0,21,22,Parry Sound,649000,634281,A
M73000004-25598350,2,1,Single Family,1035,14814,0,0,0,0,0,Clearview,630000,1266439,B
M73000004-25598458,3,2,Single Family,1056,11372,1,0,0,2,18,Elliot Lake,174900,209250,B
M73000004-25599185,3,3,Single Family,1622,94415,2,1,0,5,69,Niagara Falls,2500000,593623,A
M73000004-25599387,3,1,Single Family,1094,5839,0,0,0,0,0,Sioux Lookout,430000,349833,A
M73000004-25601432,4,3,Condo,1633,11485,2,0,0,11,29,Meaford,1129000,894860,A
M73000004-25601523,2,2,Condo/Townhome,870,24811,5,0,0,34,33,Collingwood,449000,616427,B
M73000004-25602281,3,3,Single Family,1620,132485,0,0,0,0,0,Kingston,719900,713186,A
M73000004-25602586,4,4,Single Family,1400,13131,0,0,0,0,0,West Grey,1225000,1173032,A
M73000004-25602701,4,3,Single Family,1854,72047,0,0,0,0,0,Sarnia,799900,654706,A
M73000004-25602868,1,1,Condo,763,147829,6,0,0,14,12,Barrie,399900,584311,B
M73000004-25603157,1,1,Rental,180,7699,2,0,0,8,1,Aylmer,1995,698201,B
M73000004-25604059,2,3,Condo,1750,11100,0,0,0,0,0,Georgian Bluffs,1024900,917946,A
M73000004-25604204,3,4,Single Family,3381,18615,0,0,0,0,0,Tillsonburg,1499000,680068,A
M73000004-25604625,2,1,Single Family,750,21147,0,0,0,0,0,Huntsville,1395000,850383,A
M73000004-25606418,4,4,Single Family,2900,7723,0,0,0,0,0,Huron-Kinloss,1299900,1079283,A
M73000004-25607112,4,2,Single Family,1352,18615,1,0,0,0,8,Tillsonburg,659900,680068,B
M73000004-25607296,6,6,Multi-Family,3640,132485,1,0,0,98,31,Kingston,1469000,713186,A
M73000004-25607928,3,3,Single Family,1872,12966,0,0,0,0,0,Tiny,1099000,1087870,A
M73000004-25608499,3,5,Single Family,4900,18615,0,0,0,0,0,Tillsonburg,6500000,680068,A
M73000004-25608500,3,5,Farm,4900,18615,0,0,0,0,0,Tillsonburg,6500000,680068,A
M73000004-25609083,3,3,Single Family,1780,132485,0,0,0,0,0,Kingston,632550,713186,B
M73000004-25609085,3,3,Single Family,1765,132485,0,0,0,0,0,Kingston,609900,713186,B
M73000004-25609522,4,2,Single Family,2212,40410,0,0,0,0,0,Lakeshore,994900,1482944,B
M73000004-25609893,4,2,Single Family,1153,1204,0,0,0,0,0,Emo,575000,415717,A
M73000004-25609968,4,3,Single Family,3964,19088,0,0,0,0,0,Niagara-on-the-Lake,3299900,1651537,A
M73000004-25609976,4,3,Farm,3964,19088,0,0,0,0,0,Niagara-on-the-Lake,3299900,1651537,A
M73000004-25610179,4,2,Single Family,2521,19088,0,0,0,0,0,Niagara-on-the-Lake,5500000,1651537,A
M73000004-25610194,3,2,Single Family,1690,422324,23,0,1,152,97,London,900000,691690,A
M73000004-25610234,3,3,Rental,1072,9390,0,0,0,3,68,The Blue Mountains,3200,1066799,B
M73000004-25610236,2,1,Single Family,1104,9390,0,0,0,21,69,The Blue Mountains,699000,1066799,B
M73000004-25611547,3,1,Single Family,1041,136803,7,0,0,18,29,St. Catharines,825000,648367,A
M73000004-25611909,4,5,Single Family,3250,9784,0,0,0,0,0,Brockton,1899900,1331920,A
M73000004-25612981,4,2,Multi-Family,1800,94415,2,1,0,26,65,Niagara Falls,596182,593623,A
M73000004-25613467,5,4,Farm,3370,9421,0,0,0,0,0,Mono,3199000,2207494,A
M73000004-25614390,3,2,Single Family,1400,11059,5,0,0,17,6,Hamilton,678048,543702,A
M73000004-25615414,3,2,Single Family,1200,94415,24,1,0,49,108,Niagara Falls,739067,593623,A
M73000004-25615565,2,2,Rental,1081,24811,0,0,0,2,21,Collingwood,2200,616427,B
M73000004-25615895,5,3,Single Family,2312,94415,10,0,0,20,14,Niagara Falls,1190000,593623,A
M73000004-25615896,2,2,Condo,1103,21147,1,0,0,23,7,Huntsville,1130000,850383,A
M73000004-25615899,2,2,Single Family,1381,21147,1,0,0,23,7,Huntsville,1380000,850383,A
M73000004-25615976,4,2,Single Family,1470,23017,0,0,0,0,0,Oro-Medonte,1799900,1562528,A
M73000004-25616070,5,3,Multi-Family,2284,104688,8,1,0,52,24,Brantford,774900,615780,A
M73000004-25616507,3,2,Condo,1736,21147,1,0,0,23,7,Huntsville,1540000,850383,A
M73000004-25616509,1,2,Condo,1228,21147,1,0,0,23,7,Huntsville,1200000,850383,A
M73000004-25617667,4,3,Single Family,1975,17817,3,0,0,8,10,Midland,753250,787800,B
M73000004-25618746,5,4,Single Family,2636,13157,3,0,0,31,19,Gravenhurst,1499000,836966,A
M73000004-25619018,4,4,Single Family,3000,72051,11,1,1,10,11,Sault Ste. Marie,849000,425953,A
M73000004-25620295,4,4,Single Family,2046,46705,15,1,0,19,21,Woodstock,858660,659229,A
M73000004-25622658,1,0,Rental,400,11059,10,0,0,58,18,Hamilton,1500,543702,B
M73000004-25624238,3,1,Single Family,1650,14814,0,0,0,0,0,Clearview,1099000,1266439,B
M73000004-25624636,4,3,Single Family,2145,422324,22,0,0,58,53,London,899975,691690,A
M73000004-25625292,1,1,Condo,783,256885,0,0,0,15,25,Kitchener,539000,437374,A
M73000004-25626081,3,2,Single Family,1005,136803,34,0,1,119,48,St. Catharines,749900,648367,A
M73000004-25626257,4,2,Single Family,1500,422324,2,0,1,46,18,London,599900,691690,B
M73000004-25626327,6,5,Single Family,3776,138479,0,0,0,0,0,Cambridge,2890000,601135,A
M73000004-25626383,6,5,Farm,3776,138479,0,0,0,0,0,Cambridge,2890000,601135,A
M73000004-25627168,3,3,Condo,3487,132485,0,0,0,85,28,Kingston,1790000,713186,A
M73000004-25627226,3,2,Single Family,1442,24811,0,0,0,0,0,Collingwood,829909,616427,A
M73000004-25630407,4,4,Single Family,2893,422324,4,0,0,8,22,London,1499900,691690,A
M73000004-25630694,4,3,Single Family,2319,422324,22,0,0,58,53,London,909900,691690,A
M73000004-25630696,4,3,Single Family,2213,422324,21,0,0,57,53,London,889900,691690,A
M73000004-25630697,4,3,Single Family,2143,422324,22,0,0,58,53,London,879900,691690,A
M73000004-25630698,4,3,Single Family,1956,422324,21,0,0,57,53,London,869900,691690,A
M73000004-25632029,2,2,Condo,952,33411,0,0,0,39,11,Orillia,593559,674312,B
M73000004-25632515,2,2,Single Family,1720,32901,0,0,0,0,0,Fort Erie,1365999,669720,A
M73000004-25632560,2,2,Condo,1300,132979,3,0,0,47,12,Milton,829900,865171,B
M73000004-25633386,3,2,Single Family,905,7699,0,0,0,0,0,Aylmer,874900,698201,A
M73000004-25633410,2,2,Rental,1500,94415,12,0,0,47,48,Niagara Falls,2000,593623,B
M73000004-25633828,6,2,Multi-Family,2338,136803,23,0,1,55,39,St. Catharines,799000,648367,A
M73000004-25634036,4,3,Single Family,1650,19088,0,0,0,0,0,Niagara-on-the-Lake,2500000,1651537,A
M73000004-25635010,5,3,Single Family,1884,94415,1,1,0,69,38,Niagara Falls,2199000,593623,A
M73000004-25635054,4,5,Single Family,2441,138479,9,0,0,33,33,Cambridge,1350000,601135,A
M73000004-25635055,4,5,Single Family,2510,138479,9,0,0,33,33,Cambridge,1375000,601135,A
M73000004-25635403,2,3,Single Family,1000,20033,0,0,0,0,0,Port Colborne,589900,658762,B
M73000004-25637030,2,1,Rental,810,11059,3,1,0,48,14,Hamilton,2700,543702,B
M73000004-25637314,5,3,Single Family,3198,21581,0,0,0,0,0,Scugog,2995000,1321334,A
M73000004-25637636,3,2,Single Family,1292,11100,0,0,0,0,0,Georgian Bluffs,999000,917946,A
M73000004-25640453,3,3,Condo,1894,256885,18,0,0,30,57,Kitchener,761316,437374,A
M73000004-25640477,18,9,Multi-Family,9013,136803,10,0,1,60,30,St. Catharines,3000000,648367,A
M73000004-25640648,1,1,Condo,600,11059,6,0,0,103,31,Hamilton,349900,543702,B
M73000004-25641640,8,3,Multi-Family,2929,42840,0,0,0,30,19,St. Thomas,924900,659641,A
M73000004-25642059,6,2,Single Family,1722,55750,0,0,0,0,0,Welland,1649000,479693,A
M73000004-25642116,3,3,Single Family,2080,11059,3,0,0,16,7,Hamilton,683710,543702,A
M73000004-25642337,3,3,Single Family,1160,1974,4,0,0,0,7,Manitouwadge,145500,135158,A
M73000004-25642746,1,1,Rental,2000,11059,1,0,0,135,30,Hamilton,1899,543702,B
M73000004-25643004,2,2,Condo,1036,422324,4,0,0,52,23,London,399900,691690,B
M73000004-25643046,4,3,Single Family,2838,7699,0,0,0,0,0,Aylmer,1299900,698201,A
M73000004-25643147,2,1,Condo,893,33411,10,1,0,41,29,Orillia,349000,674312,B
M73000004-25643176,2,2,Condo,952,33411,0,0,0,39,11,Orillia,599990,674312,B
M73000004-25644311,5,4,Single Family,3209,20033,0,0,0,0,0,Port Colborne,964900,658762,A
M73000004-25644579,2,2,Condo/Townhome,1310,15908,0,0,0,6,1,Saugeen Shores,649000,784200,B
M73000004-25645042,2,3,Condo,1128,422324,9,0,0,76,24,London,832990,691690,A
M73000004-25645043,1,2,Condo,931,422324,9,0,0,76,24,London,699990,691690,A
M73000004-25645044,3,2,Condo,1084,422324,9,0,0,76,24,London,814990,691690,A
M73000004-25645045,2,2,Condo,1068,422324,9,0,0,76,24,London,755990,691690,A
M73000004-25645046,2,2,Condo,879,422324,9,0,0,76,24,London,679990,691690,B
M73000004-25645047,1,1,Condo,649,422324,9,0,0,76,24,London,524990,691690,B
M73000004-25645049,3,3,Condo,1315,422324,9,0,0,76,24,London,956990,691690,A
M73000004-25645050,3,3,Condo,1535,422324,9,0,0,76,24,London,1080990,691690,A
M73000004-25645051,3,3,Condo,1452,422324,9,0,0,76,24,London,1039990,691690,A
M73000004-25645366,4,3,Single Family,3092,229660,21,0,0,7,57,Windsor,1274999,428016,A
M73000004-25646077,2,1,Single Family,641,11100,0,0,0,0,0,Georgian Bluffs,579900,917946,B
M73000004-25646093,3,2,Single Family,1265,13157,0,0,0,0,0,Gravenhurst,1695000,836966,A
M73000004-25646431,3,1,Single Family,1144,47845,2,0,0,1,6,Cornwall,449900,457499,B
M73000004-25647096,3,2,Condo,1380,24811,1,0,0,19,26,Collingwood,699000,616427,A
M73000004-25648018,1,1,Condo,780,147829,3,0,0,41,13,Barrie,459000,584311,B
M73000004-25649140,3,1,Single Family,1344,20033,5,0,0,26,20,Port Colborne,459900,658762,B
M73000004-25650142,1,2,Single Family,1202,11485,0,0,0,16,16,Meaford,595000,894860,B
M73000004-25650352,3,1,Single Family,1400,7699,4,0,0,9,1,Aylmer,539000,698201,B
M73000004-25650444,3,2,Single Family,1845,28883,3,0,0,10,16,Grimsby,698900,754703,B
M73000004-25651326,3,4,Condo,1359,24811,0,0,0,0,0,Collingwood,854900,616427,A
M73000004-25651463,5,4,Single Family,3367,11059,0,0,0,0,0,Hamilton,2195000,543702,A
M73000004-25652135,2,1,Rental,1000,94415,5,1,0,45,75,Niagara Falls,1905,593623,B
M73000004-25654877,3,2,Single Family,1946,15454,0,0,0,0,0,West Lincoln,2499800,950569,A
M73000004-25655021,5,3,Single Family,3200,79247,0,0,0,0,1,Kawartha Lakes,995000,836014,A
M73000004-25655062,3,2,Single Family,1524,20033,6,0,0,2,24,Port Colborne,1027900,658762,A
M73000004-25655128,5,2,Single Family,1561,11059,1,0,1,6,1,Hamilton,999000,543702,A
M73000004-25655412,3,2,Single Family,1230,4065,0,0,0,0,0,Bancroft,1318000,629909,A
M73000004-25655610,4,3,Single Family,2271,18192,0,0,0,0,0,Pelham,2199000,1098158,A
M73000004-25655979,2,2,Single Family,1200,12966,0,0,0,0,0,Tiny,975000,1087870,B
M73000004-25656869,3,3,Condo,1100,18615,2,0,0,0,7,Tillsonburg,485864,680068,B
M73000004-25656881,2,2,Rental,1883,23300,4,0,0,0,1,Tecumseh,4200,528421,B
M73000004-25657194,2,1,Single Family,816,11091,0,0,0,0,0,Tay,272000,747187,B
M73000004-25657983,3,3,Single Family,1998,7386,0,0,0,3,0,St. Marys,825000,719124,A
M73000004-25658039,2,1,Condo,1000,422324,13,1,0,57,26,London,290000,691690,B
M73000004-25658454,5,3,Single Family,1755,12966,0,0,0,0,0,Tiny,1199900,1087870,A
M73000004-25658486,4,3,Single Family,2058,7699,0,0,0,0,0,Aylmer,1295000,698201,A
M73000004-25659792,2,1,Rental,586,13157,3,0,0,20,6,Gravenhurst,3000,836966,B
M73000004-25659793,2,1,Rental,579,13157,3,0,0,20,6,Gravenhurst,3000,836966,B
M73000004-25660146,4,2,Single Family,2215,32901,2,0,0,30,8,Fort Erie,604907,669720,B
M73000004-25660359,3,1,Single Family,1018,32901,0,0,0,7,32,Fort Erie,429900,669720,B
M73000004-25660396,1,1,Condo,777,28883,1,0,0,22,12,Grimsby,479999,754703,B
M73000004-25660478,3,4,Single Family,3675,20033,6,0,0,1,24,Port Colborne,3199000,658762,A
M73000004-25660582,0,0,Single Family,5488,11059,3,0,0,34,10,Hamilton,3990000,543702,A
M73000004-25662226,2,2,Condo,1100,24811,1,0,0,8,24,Collingwood,819000,616427,A
M73000004-25662450,3,2,Single Family,1860,21612,6,1,0,38,29,Owen Sound,1129900,562010,A
M73000004-25663118,3,2,Condo,1200,422324,7,0,0,23,36,London,434455,691690,B
M73000004-25663163,6,6,Single Family,3939,104688,0,0,0,0,0,Brantford,2349000,615780,A
M73000004-25663239,4,4,Single Family,3000,422324,0,0,0,0,0,London,1499000,691690,A
M73000004-25663257,3,2,Single Family,1298,10424,0,0,0,0,0,Grey Highlands,679000,1131036,B
M73000004-25663696,3,2,Single Family,1494,6887,0,0,0,0,0,Wainfleet,1499900,1175583,A
M73000004-25664524,3,2,Farm,1494,6887,0,0,0,0,0,Wainfleet,1499900,1175583,A
M73000004-25664526,2,1,Single Family,749,186948,0,0,0,39,11,Burlington,449900,1085058,B
M73000004-25664625,6,2,Single Family,1303,23816,5,0,0,2,19,Thorold,922122,583404,A
M73000004-25664627,5,2,Multi-Family,1303,23816,5,0,0,2,19,Thorold,922122,583404,A
M73000004-25664830,3,2,Single Family,1000,21612,0,0,0,0,0,Owen Sound,337682,562010,B
M73000004-25664865,3,3,Single Family,1919,9390,0,0,0,26,69,The Blue Mountains,5500,1066799,B
M73000004-25665974,4,2,Multi-Family,4107,12268,2,1,0,16,22,Kincardine,875000,813475,A
M73000004-25666331,4,3,Single Family,2604,104688,12,1,0,64,25,Brantford,1095000,615780,A
M73000004-25666836,0,0,Single Family,920,186948,34,0,0,125,57,Burlington,2399000,1085058,A
M73000004-25668025,5,3,Single Family,1160,94415,9,0,0,21,19,Niagara Falls,759500,593623,A
M73000004-25668026,4,2,Single Family,2387,11485,0,0,0,0,0,Meaford,2375000,894860,A
M73000004-25668406,4,5,Single Family,6405,186948,16,0,0,71,37,Burlington,5995000,1085058,A
M73000004-25668419,5,5,Single Family,4100,11981,0,0,0,0,0,Erin,2495000,2184633,A
M73000004-25670868,2,2,Condo,879,94415,3,0,0,7,5,Niagara Falls,485000,593623,B
M73000004-25672991,4,2,Single Family,2215,55750,0,0,0,0,0,Welland,1216666,479693,A
M73000004-25673532,5,5,Single Family,2855,9390,0,0,0,0,0,The Blue Mountains,2888000,1066799,A
M73000004-25673565,4,2,Single Family,1068,33411,2,0,0,2,9,Orillia,624900,674312,B
M73000004-25673677,0,0,Single Family,5214,11059,31,0,0,111,70,Hamilton,2700000,543702,A
M73000004-25675358,4,4,Single Family,1637,23816,6,0,0,5,52,Thorold,750000,583404,A
M73000004-25675916,3,3,Single Family,1361,2642,0,0,0,0,0,Atikokan,195000,144667,A
M73000004-25677913,4,2,Single Family,1150,9784,0,0,0,0,0,Brockton,899900,1331920,B
M73000004-25678882,3,2,Single Family,1575,198,0,0,0,0,0,HILTON BEACH,469900,364450,A
M73000004-25679056,2,1,Condo,1300,11059,2,0,0,140,31,Hamilton,448800,543702,B
M73000004-25679569,5,4,Single Family,2149,13693,5,1,0,19,15,Ingersoll,810000,648495,A
M73000004-25679950,2,2,Condo,996,256885,6,0,0,62,23,Kitchener,649900,437374,A
M73000004-25684350,4,3,Single Family,1200,9634,0,0,0,11,9,Temiskaming Shores,349000,440379,B
M73000004-25684399,3,3,Single Family,1840,5185,0,0,0,0,0,Espanola,599000,361753,A
M73000004-25685466,1,1,Rental,654,11059,2,0,0,151,32,Hamilton,1775,543702,B
M73000004-25686200,5,4,Single Family,2255,13693,5,1,0,19,15,Ingersoll,810000,648495,A
M73000004-25687895,3,2,Single Family,1994,5280,0,0,0,0,0,Seguin,2249000,2393568,B
M73000004-25688048,4,3,Single Family,1250,24811,5,0,0,52,16,Collingwood,725000,616427,A
M73000004-25688070,4,3,Single Family,2444,17305,0,0,0,0,0,Bracebridge,1179000,1197393,B
M73000004-25688432,6,5,Single Family,4136,24811,1,0,0,14,6,Collingwood,2299999,616427,A
M73000004-25688832,2,2,Condo,1612,213759,0,0,0,59,2,Oakville,1684250,953919,A
M73000004-25688994,2,2,Condo,530,21147,0,0,0,6,16,Huntsville,829900,850383,B
M73000004-25689006,3,2,Single Family,1387,422324,7,0,0,23,35,London,679900,691690,B
M73000004-25689016,7,7,Single Family,3400,19088,0,0,0,13,30,Niagara-on-the-Lake,2499000,1651537,A
M73000004-25689469,4,3,Single Family,1318,24811,7,1,0,29,28,Collingwood,1049000,616427,A
M73000004-25689763,3,1,Single Family,1200,2744,0,0,0,0,0,McDougall,780455,845129,B
M73000004-25690454,3,2,Single Family,2724,13131,0,0,0,0,0,West Grey,699900,1173032,B
M73000004-25690522,0,0,Multi-Family,1600,136803,10,0,1,76,27,St. Catharines,875000,648367,A
M73000004-25690552,3,2,Single Family,1437,108843,5,0,0,41,28,Thunder Bay,229900,432568,B
M73000004-25690700,6,0,Multi-Family,1794,422324,4,0,0,40,24,London,1599900,691690,A
M73000004-25690701,12,0,Multi-Family,17000,422324,5,0,0,36,24,London,1799000,691690,A
M73000004-25691267,3,2,Single Family,1400,21612,1,0,0,16,16,Owen Sound,359999,562010,B
M73000004-25692509,2,1,Single Family,600,422324,3,0,0,4,10,London,179900,691690,B
M73000004-25692818,2,2,Condo,988,136803,15,0,0,37,27,St. Catharines,602543,648367,B
M73000004-25693908,3,2,Single Family,2079,11151,1,0,0,4,0,Norwich,1125000,982694,A
M73000004-25693995,7,4,Single Family,4368,11151,1,0,0,4,0,Norwich,1299000,982694,A
M73000004-25695103,3,3,Single Family,1503,94415,7,0,0,16,43,Niagara Falls,709000,593623,A
M73000004-25695287,3,2,Single Family,1356,94415,2,0,0,4,6,Niagara Falls,879999,593623,A
M73000004-25695734,4,3,Single Family,7300,104688,0,0,0,0,0,Brantford,5790000,615780,A
M73000004-25696161,3,1,Single Family,1508,1039,0,0,0,0,0,SCHREIBER,224956,146633,A
M73000004-25696629,4,3,Single Family,2862,213759,7,0,0,89,17,Oakville,3690000,953919,A
M73000004-25696763,3,2,Single Family,1533,11100,0,0,0,0,0,Georgian Bluffs,900000,917946,B
M73000004-25697017,2,2,Condo,1162,23300,4,0,0,0,1,Tecumseh,799800,528421,A
M73000004-25697083,5,4,Single Family,2158,67490,0,0,0,0,0,Norfolk,1379000,989850,A
M73000004-25697084,5,4,Single Family,2191,67490,0,0,0,0,0,Norfolk,1379000,989850,A
M73000004-25697085,5,4,Single Family,2158,67490,0,0,0,0,0,Norfolk,1379000,989850,A
M73000004-25698066,4,2,Single Family,3000,7699,0,0,0,0,0,Aylmer,939000,698201,A
M73000004-25698213,8,4,Single Family,3100,186948,7,0,0,42,12,Burlington,2750000,1085058,A
M73000004-25698673,8,4,Single Family,4600,136803,3,0,1,68,18,St. Catharines,999000,648367,A
M73000004-25699210,2,1,Single Family,915,21612,0,0,0,0,0,Owen Sound,489000,562010,B
M73000004-25699712,6,4,Single Family,1529,13157,2,0,0,21,15,Gravenhurst,997000,836966,A
M73000004-25699961,4,2,Single Family,1105,121436,2,0,0,7,7,Waterloo,1100000,527104,A
M73000004-25700163,4,2,Single Family,1080,1206,3,0,0,3,4,Ignace,144900,174443,B
M73000004-25700901,2,2,Condo,963,136803,8,0,1,53,27,St. Catharines,590900,648367,B
M73000004-25700902,6,6,Multi-Family,2410,136803,13,0,1,77,27,St. Catharines,998000,648367,A
M73000004-25700972,4,3,Single Family,2187,138479,0,0,0,0,0,Cambridge,1164900,601135,A
M73000004-25700974,4,2,Single Family,1337,23816,8,0,0,5,53,Thorold,799900,583404,A
M73000004-25700977,4,3,Single Family,2274,138479,0,0,0,0,0,Cambridge,1185900,601135,A
M73000004-25700978,4,3,Single Family,2224,138479,0,0,0,0,0,Cambridge,1170900,601135,A
M73000004-25700979,4,3,Single Family,2038,138479,0,0,0,0,0,Cambridge,1169900,601135,A
M73000004-25701499,4,3,Single Family,1940,24862,0,0,0,0,0,Wasaga Beach,709990,619205,A
M73000004-25701701,3,3,Single Family,2192,42840,0,0,0,44,32,St. Thomas,896097,659641,A
M73000004-25701702,4,4,Single Family,2487,42840,0,0,0,45,32,St. Thomas,869000,659641,A
M73000004-25702008,4,4,Single Family,3516,422324,26,0,0,49,54,London,1689900,691690,A
M73000004-25702058,2,2,Condo,1030,11059,4,0,0,129,30,Hamilton,415000,543702,B
M73000004-25702546,3,1,Single Family,870,12966,0,0,0,0,0,Tiny,899000,1087870,B
M73000004-25703154,5,4,Single Family,2640,132485,0,0,0,0,0,Kingston,1640000,713186,A
